segment_index,start,end,duration,active_gateway_count,active_region_count,covered_region_count,active_weight,covered_weight,normalized_coverage
419,27180.0,27240.0,60.0,2,0,0,0.0,0.0,
420,27240.0,27360.0,120.0,2,0,0,0.0,0.0,
421,27360.0,27420.0,60.0,2,0,0,0.0,0.0,
422,27420.0,27480.0,60.0,2,0,0,0.0,0.0,
423,27480.0,27600.0,120.0,2,0,0,0.0,0.0,
424,27600.0,27660.0,60.0,2,0,0,0.0,0.0,
425,27660.0,27720.0,60.0,2,0,0,0.0,0.0,
426,27720.0,27780.0,60.0,2,0,0,0.0,0.0,
427,27780.0,27840.0,60.0,2,0,0,0.0,0.0,
428,27840.0,27900.0,60.0,2,0,0,0.0,0.0,
429,27900.0,27960.0,60.0,2,0,0,0.0,0.0,
430,27960.0,28020.0,60.0,2,0,0,0.0,0.0,
431,28020.0,28080.0,60.0,2,0,0,0.0,0.0,
432,28080.0,28140.0,60.0,2,0,0,0.0,0.0,
433,28140.0,28200.0,60.0,2,0,0,0.0,0.0,
434,28200.0,28260.0,60.0,2,0,0,0.0,0.0,
435,28260.0,28320.0,60.0,2,0,0,0.0,0.0,
436,28320.0,28380.0,60.0,2,0,0,0.0,0.0,
437,28380.0,28437.477,57.47699999999895,2,0,0,0.0,0.0,
438,28437.477,28440.0,2.5230000000010477,1,0,0,0.0,0.0,
439,28440.0,28500.0,60.0,1,0,0,0.0,0.0,
440,28500.0,28620.0,120.0,1,0,0,0.0,0.0,
441,28620.0,28680.0,60.0,1,0,0,0.0,0.0,
442,28680.0,28707.792,27.79200000000128,1,0,0,0.0,0.0,
443,28707.792,28740.0,32.20799999999872,0,0,0,0.0,0.0,
444,28740.0,28800.0,60.0,0,0,0,0.0,0.0,
445,28800.0,28860.0,60.0,0,0,0,0.0,0.0,
446,28860.0,28920.0,60.0,0,0,0,0.0,0.0,
447,28920.0,28980.0,60.0,0,0,0,0.0,0.0,
448,28980.0,29040.0,60.0,0,0,0,0.0,0.0,
449,29040.0,29100.0,60.0,0,0,0,0.0,0.0,
450,29100.0,29160.0,60.0,0,0,0,0.0,0.0,
451,29160.0,29220.0,60.0,0,0,0,0.0,0.0,
452,29220.0,29280.0,60.0,0,0,0,0.0,0.0,
453,29280.0,29340.0,60.0,0,0,0,0.0,0.0,
454,29340.0,29400.0,60.0,0,0,0,0.0,0.0,
455,29400.0,29460.0,60.0,0,0,0,0.0,0.0,
456,29460.0,29580.0,120.0,0,0,0,0.0,0.0,
457,29580.0,29640.0,60.0,0,1,0,0.2,0.0,0.0
458,29640.0,29700.0,60.0,0,1,0,0.2,0.0,0.0
459,29700.0,29723.926,23.925999999999476,0,0,0,0.0,0.0,
460,29723.926,29760.0,36.074000000000524,1,0,0,0.0,0.0,
461,29760.0,29880.0,120.0,1,0,0,0.0,0.0,
462,29880.0,29940.0,60.0,1,0,0,0.0,0.0,
463,29940.0,30000.0,60.0,1,0,0,0.0,0.0,
464,30000.0,30060.0,60.0,1,0,0,0.0,0.0,
465,30060.0,30096.329,36.32900000000154,1,0,0,0.0,0.0,
466,30096.329,30120.0,23.670999999998457,2,0,0,0.0,0.0,
467,30120.0,30180.0,60.0,2,0,0,0.0,0.0,
468,30180.0,30240.0,60.0,2,1,0,0.2,0.0,0.0
469,30240.0,30300.0,60.0,2,1,0,0.2,0.0,0.0
470,30300.0,30360.0,60.0,2,1,0,0.2,0.0,0.0
471,30360.0,30420.0,60.0,2,0,0,0.0,0.0,
472,30420.0,30480.0,60.0,2,1,1,0.35,0.35,1.0
473,30480.0,30540.0,60.0,2,1,1,0.35,0.35,1.0
474,30540.0,30600.0,60.0,2,1,1,0.35,0.35,1.0
475,30600.0,30660.0,60.0,2,0,0,0.0,0.0,
